generated_smiles,pyg_data
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cn([C@@H]4CCCCO4)nn3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cnc4ccccc4c3)c(=O)c12,"Data(x=[33, 3], edge_index=[2, 76])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cncc(Br)c3)c(=O)c12,"Data(x=[30, 3], edge_index=[2, 68])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(-n6ccnc6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[45, 3], edge_index=[2, 104])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(-n6cncn6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[45, 3], edge_index=[2, 104])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(C(F)(F)F)c(=O)c54)c3=O)c(=O)c12,"Data(x=[44, 3], edge_index=[2, 100])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(C67CC8CC(CC(C8)C6)C7)c(=O)c54)c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 118])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(C6CC6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[43, 3], edge_index=[2, 100])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(C6CCC(F)(F)CC6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[48, 3], edge_index=[2, 110])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6CCCCC6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6CCOCC6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6CCc7ccccc7C6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 116])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6CCc7ccncc7C6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 116])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6CCc7cnccc7C6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 116])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6CCn7cncc7C6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[49, 3], edge_index=[2, 114])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6c7ccccc7CCc7ccccc76)c(=O)c54)c3=O)c(=O)c12,"Data(x=[55, 3], edge_index=[2, 128])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ([C@@H]6CCCCO6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ([C@H]6CCCCO6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ([C@H]6CO[C@H]7OCC[C@H]76)c(=O)c54)c3=O)c(=O)c12,"Data(x=[48, 3], edge_index=[2, 112])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(-n6ccnc6)coc5c4c3=O)c(=O)c12,"Data(x=[45, 3], edge_index=[2, 104])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(-n6cncn6)coc5c4c3=O)c(=O)c12,"Data(x=[45, 3], edge_index=[2, 104])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(C(F)(F)F)coc5c4c3=O)c(=O)c12,"Data(x=[44, 3], edge_index=[2, 100])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(C67CC8CC(CC(C8)C6)C7)coc5c4c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 118])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6CCCCC6)coc5c4c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6CCOCC6)coc5c4c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6CCc7ccccc7C6)coc5c4c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 116])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6CCc7ccncc7C6)coc5c4c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 116])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6CCc7cnccc7C6)coc5c4c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 116])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6CCn7cncc7C6)coc5c4c3=O)c(=O)c12,"Data(x=[49, 3], edge_index=[2, 114])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6c7ccccc7CCc7ccccc76)coc5c4c3=O)c(=O)c12,"Data(x=[55, 3], edge_index=[2, 128])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c([C@@H]6CCCCO6)coc5c4c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c([C@H]6CCCCO6)coc5c4c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c([C@H]6CO[C@H]7OCC[C@H]76)coc5c4c3=O)c(=O)c12,"Data(x=[48, 3], edge_index=[2, 112])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3csc([C@@H]4CCCCO4)n3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3n[nH]c([C@@H]4CCCCO4)n3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3nc([C@@H]4CCCCO4)cs3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3nc([C@@H]4CCCCO4)n[nH]3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3nc4[nH]c([C@@H]5CCCCO5)cc(=O)n4n3)c(=O)c12,"Data(x=[39, 3], edge_index=[2, 90])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3nc4ccccc4[nH]3)c(=O)c12,"Data(x=[32, 3], edge_index=[2, 74])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3nnc4c(n3)[nH]c3ccccc34)c(=O)c12,"Data(x=[36, 3], edge_index=[2, 84])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-c3nnn([C@@H]4CCCCO4)n3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-n3cc([C@@H]4CCCCO4)nn3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-n3ccnc3)c(=O)c12,"Data(x=[28, 3], edge_index=[2, 64])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-n3cncn3)c(=O)c12,"Data(x=[28, 3], edge_index=[2, 64])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-n3cnn([C@@H]4CCCCO4)c3=O)c(=O)c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-n3ncn([C@@H]4CCCCO4)c3=O)c(=O)c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(-n3nnc([C@@H]4CCCCO4)n3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(C(F)(F)F)c(=O)c12,"Data(x=[27, 3], edge_index=[2, 60])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(C3(O)CCN([C@@H]4CCCCO4)CC3)c(=O)c12,"Data(x=[36, 3], edge_index=[2, 82])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(C34CC5CC(CC(C5)C3)C4)c(=O)c12,"Data(x=[33, 3], edge_index=[2, 78])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(C3CC3)c(=O)c12,"Data(x=[26, 3], edge_index=[2, 60])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(C3CCC(F)(F)CC3)c(=O)c12,"Data(x=[31, 3], edge_index=[2, 70])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(C3CCN([C@@H]4CCCCO4)CC3)c(=O)c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(N3CCC(O)([C@@H]4CCCCO4)CC3)c(=O)c12,"Data(x=[36, 3], edge_index=[2, 82])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(N3CCC([C@@H]4CCCCO4)CC3)c(=O)c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(N3CCCCC3)c(=O)c12,"Data(x=[29, 3], edge_index=[2, 66])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(N3CCN([C@@H]4CCCCO4)CC3)c(=O)c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(N3CCN([C@@H]4c5ccccc5[C@@H]5[C@H](c6ccccc64)C5(F)F)CC3)c(=O)c12,"Data(x=[47, 3], edge_index=[2, 110])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(N3CCOCC3)c(=O)c12,"Data(x=[29, 3], edge_index=[2, 66])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(N3CCc4ccccc4C3)c(=O)c12,"Data(x=[33, 3], edge_index=[2, 76])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(N3CCc4ccncc4C3)c(=O)c12,"Data(x=[33, 3], edge_index=[2, 76])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(N3CCc4cnccc4C3)c(=O)c12,"Data(x=[33, 3], edge_index=[2, 76])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(N3CCn4cncc4C3)c(=O)c12,"Data(x=[32, 3], edge_index=[2, 74])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(N3c4ccccc4CCc4ccccc43)c(=O)c12,"Data(x=[38, 3], edge_index=[2, 88])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ(SS[C@@H]3CCCCO3)c(=O)c12,"Data(x=[31, 3], edge_index=[2, 70])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ([C@@H]3C=C[C@H]([C@@H]4CCCCO4)C3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ([C@@H]3CCCCO3)c(=O)c12,"Data(x=[29, 3], edge_index=[2, 66])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ([C@H]3C=C[C@@H]([C@@H]4CCCCO4)C3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ([C@H]3CCCCO3)c(=O)c12,"Data(x=[29, 3], edge_index=[2, 66])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ([C@H]3CC[C@@H]([C@@H]4CCCCO4)CC3)c(=O)c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ([C@H]3CC[C@H]([C@@H]4CCCCO4)CC3)c(=O)c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@@H]2CCCCO2)coc2c1c(O)cc1occ([C@H]3CO[C@H]4OCC[C@H]43)c(=O)c12,"Data(x=[31, 3], edge_index=[2, 72])"
O=c1c([C@@H]2CCCCO2)coc2cc(O)c3c(=O)c([C@H]4CC[C@@H]([C@@H]5CCCCO5)CC4)coc3c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@@H]2CCCCO2)coc2cc(O)c3c(=O)c([C@H]4CC[C@H]([C@@H]5CCCCO5)CC4)coc3c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@H]2C=C[C@@H]([C@@H]3CCCCO3)C2)coc2c1c(O)cc1occ([C@@H]3CCCCO3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@H]2C=C[C@@H]([C@H]3CCCCO3)C2)coc2c1c(O)cc1occ([C@H]3CCCCO3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3c4ccccc4cc4ccccc34)c(=O)c12,"Data(x=[37, 3], edge_index=[2, 86])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cc(=O)n4nc([C@H]5CCCCO5)nc4[nH]3)c(=O)c12,"Data(x=[39, 3], edge_index=[2, 90])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cc([C@H]4CCCCO4)ccc3F)c(=O)c12,"Data(x=[36, 3], edge_index=[2, 82])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cc4cc([C@H]5CCCCO5)ccc4[nH]3)c(=O)c12,"Data(x=[38, 3], edge_index=[2, 88])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccc(Cl)cc3)c(=O)c12,"Data(x=[30, 3], edge_index=[2, 68])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccc(Cl)cc3Cl)c(=O)c12,"Data(x=[31, 3], edge_index=[2, 70])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccc(F)c([C@H]4CCCCO4)c3)c(=O)c12,"Data(x=[36, 3], edge_index=[2, 82])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccc(F)cc3)c(=O)c12,"Data(x=[30, 3], edge_index=[2, 68])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccc([C@H]4CCCCO4)c(O)c3)c(=O)c12,"Data(x=[36, 3], edge_index=[2, 82])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccc([C@H]4CCCCO4)cc3)c(=O)c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccc([C@H]4CCCCO4)cc3O)c(=O)c12,"Data(x=[36, 3], edge_index=[2, 82])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccc4[nH]c([C@H]5CCCCO5)cc4c3)c(=O)c12,"Data(x=[38, 3], edge_index=[2, 88])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccc4c(c3)Cc3ccccc3-4)c(=O)c12,"Data(x=[36, 3], edge_index=[2, 84])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccc4ccccc4c3)c(=O)c12,"Data(x=[33, 3], edge_index=[2, 76])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccc4ccccc4n3)c(=O)c12,"Data(x=[33, 3], edge_index=[2, 76])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccc4ncsc4c3)c(=O)c12,"Data(x=[32, 3], edge_index=[2, 74])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cccc(F)c3)c(=O)c12,"Data(x=[30, 3], edge_index=[2, 68])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cccc([C@H]4CCCCO4)c3)c(=O)c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cccc4ncccc34)c(=O)c12,"Data(x=[33, 3], edge_index=[2, 76])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccccc3)c(=O)c12,"Data(x=[29, 3], edge_index=[2, 66])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccccc3Cl)c(=O)c12,"Data(x=[30, 3], edge_index=[2, 68])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccccc3[C@H]3CCCCO3)c(=O)c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cccnc3)c(=O)c12,"Data(x=[29, 3], edge_index=[2, 66])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cccs3)c(=O)c12,"Data(x=[28, 3], edge_index=[2, 64])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3ccncc3)c(=O)c12,"Data(x=[29, 3], edge_index=[2, 66])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cn([C@H]4CCCCO4)nn3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cnc4ccccc4c3)c(=O)c12,"Data(x=[33, 3], edge_index=[2, 76])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3cncc(Br)c3)c(=O)c12,"Data(x=[30, 3], edge_index=[2, 68])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(-n6ccnc6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[45, 3], edge_index=[2, 104])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(-n6cncn6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[45, 3], edge_index=[2, 104])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(C(F)(F)F)c(=O)c54)c3=O)c(=O)c12,"Data(x=[44, 3], edge_index=[2, 100])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(C67CC8CC(CC(C8)C6)C7)c(=O)c54)c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 118])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(C6CC6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[43, 3], edge_index=[2, 100])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(C6CCC(F)(F)CC6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[48, 3], edge_index=[2, 110])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6CCCCC6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6CCOCC6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6CCc7ccccc7C6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 116])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6CCc7ccncc7C6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 116])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6CCc7cnccc7C6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 116])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6CCn7cncc7C6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[49, 3], edge_index=[2, 114])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ(N6c7ccccc7CCc7ccccc76)c(=O)c54)c3=O)c(=O)c12,"Data(x=[55, 3], edge_index=[2, 128])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ([C@@H]6CCCCO6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ([C@H]6CCCCO6)c(=O)c54)c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4c(c(O)cc5occ([C@H]6CO[C@H]7OCC[C@H]76)c(=O)c54)c3=O)c(=O)c12,"Data(x=[48, 3], edge_index=[2, 112])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(-n6ccnc6)coc5c4c3=O)c(=O)c12,"Data(x=[45, 3], edge_index=[2, 104])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(-n6cncn6)coc5c4c3=O)c(=O)c12,"Data(x=[45, 3], edge_index=[2, 104])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(C(F)(F)F)coc5c4c3=O)c(=O)c12,"Data(x=[44, 3], edge_index=[2, 100])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(C67CC8CC(CC(C8)C6)C7)coc5c4c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 118])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6CCCCC6)coc5c4c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6CCOCC6)coc5c4c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6CCc7ccccc7C6)coc5c4c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 116])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6CCc7ccncc7C6)coc5c4c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 116])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6CCc7cnccc7C6)coc5c4c3=O)c(=O)c12,"Data(x=[50, 3], edge_index=[2, 116])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6CCn7cncc7C6)coc5c4c3=O)c(=O)c12,"Data(x=[49, 3], edge_index=[2, 114])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c(N6c7ccccc7CCc7ccccc76)coc5c4c3=O)c(=O)c12,"Data(x=[55, 3], edge_index=[2, 128])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3coc4cc(O)c5c(=O)c([C@H]6CCCCO6)coc5c4c3=O)c(=O)c12,"Data(x=[46, 3], edge_index=[2, 106])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3csc([C@H]4CCCCO4)n3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3n[nH]c([C@H]4CCCCO4)n3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3nc([C@H]4CCCCO4)cs3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3nc([C@H]4CCCCO4)n[nH]3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3nc4[nH]c([C@H]5CCCCO5)cc(=O)n4n3)c(=O)c12,"Data(x=[39, 3], edge_index=[2, 90])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3nc4ccccc4[nH]3)c(=O)c12,"Data(x=[32, 3], edge_index=[2, 74])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3nnc4c(n3)[nH]c3ccccc34)c(=O)c12,"Data(x=[36, 3], edge_index=[2, 84])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-c3nnn([C@H]4CCCCO4)n3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-n3cc([C@H]4CCCCO4)nn3)c(=O)c12,"Data(x=[34, 3], edge_index=[2, 78])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-n3ccnc3)c(=O)c12,"Data(x=[28, 3], edge_index=[2, 64])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-n3cncn3)c(=O)c12,"Data(x=[28, 3], edge_index=[2, 64])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-n3cnn([C@H]4CCCCO4)c3=O)c(=O)c12,"Data(x=[35, 3], edge_index=[2, 80])"
O=c1c([C@H]2CCCCO2)coc2c1c(O)cc1occ(-n3ncn([C@H]4CCCCO4)c3=O)c(=O)c12,"Data(x=[35, 3], edge_index=[2, 80])"
